"TrapNumber","Date","Species","NumberCaught","Location","Trap","Type","Month","Month2","Year","Year_Month"
103,"26/06/2021","Mottled rustic",4,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Large yellow underwing",3,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Rustic",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Green pug",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Privet hawkmoth",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Treble lines",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Yellow shell",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Setaceous Hebrew character",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Silver Y",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Willow beauty",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Rustic shoulder-knot",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Heart and dart",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Beautiful hook-tip",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","White ermine",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Common wainscot",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
103,"26/06/2021","Riband wave",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Willow beauty",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Fan-foot",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Common footman",2,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Dark arches",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Heart and dart",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Large yellow underwing",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Uncertain",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Brown rustic",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Buff ermine",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
104,"30/06/2021","Miller",1,"Home","Heath - 40W Actinic","Macro",6,"06",2021,"2021_06"
105,"02/07/2021","Common footman",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Marbled minor",6,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Small elephant hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Silver Y",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Green pug",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Large yellow underwing",7,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Privet hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Willow beauty",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Beautiful hook-tip",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Vines rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Fan-foot",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Uncertain",6,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Blood-vein",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Dark arches",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Riband wave",6,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Elephant hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Barred straw",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Mottled rustic",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Heart and dart",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Heart and club",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Turnip",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Brimstone",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Four-dotted footman",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Dwarf cream wave",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Green carpet",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Toadflax brocade",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
105,"02/07/2021","Miller",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Common footman",25,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Willow beauty",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Uncertain",8,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Dark arches",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Turnip",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Fan-foot",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Elephant hawkmoth",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Silver Y",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Riband wave",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Buff ermine",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Barred straw",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
106,"10/07/2021","Brown-line bright-eye",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Common footman",21,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Dagger",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Scarce footman",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Buff-tip",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Beautiful hook-tip",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Large yellow underwing",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Riband wave",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Green pug",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Brown-line bright-eye",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Poplar hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Marbled minor",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Uncertain",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Dark arches",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Privet hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Dingy footman",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Least carpet",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Double square-spot",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Lesser yellow underwing",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Brown-tail",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Common rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
107,"14/07/2021","Snout",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Common footman",20,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Small elephant hawkmoth",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Dwarf cream wave",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Uncertain",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Yellow-tail",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Fan-foot",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Snout",3,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Willow beauty",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Mottled rustic",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Privet hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Riband wave",6,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Dark arches",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Marbled minor",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Common rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Clay",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Green pug",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Dingy footman",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Buff ermine",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Poplar hawkmoth",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Least carpet",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Early Thorn",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
108,"16/07/2021","Dewick's plusia",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Least carpet",7,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Common footman",36,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Marbled beauty",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Privet hawkmoth",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Small blood-vein",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Small elephant hawkmoth",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Snout",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Scarce footman",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Dark arches",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Large yellow underwing",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Buff ermine",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Mottled rustic",4,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Scorched carpet",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Vines rustic",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Brown-line bright-eye",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Fan-foot",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Dingy footman",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Common rustic",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Uncertain",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Double square-spot",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Riband wave",5,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Swallowtail",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Dwarf cream wave",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Smoky wainscot",2,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Coronet",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Dun-bar",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
109,"17/07/2021","Yellow-tail",1,"Home","Heath - 40W Actinic","Macro",7,"07",2021,"2021_07"
110,"03/08/2021","Lime-speck pug",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Scarce footman",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Common footman",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Common carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Rustic",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Magpie",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Dot moth",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Dingy footman",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Fan-foot",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Least carpet",4,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Silver Y",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Ruby tiger",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Shuttle-shaped dart",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Riband wave",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Dusky sallow",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Red/dark-barred twin-spot carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Dusky brocade",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
110,"03/08/2021","Bulrush wainscot",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Common footman",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Scarce footman",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Dingy footman",3,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Magpie",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Silver Y",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Privet hawkmoth",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","White satin",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Uncertain",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Campion",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Riband wave",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Yellow shell",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Willow beauty",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Shuttle-shaped dart",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Flame shoulder",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Least carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Common carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Scalloped Oak",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Marbled beauty",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
111,"04/08/2021","Flounced rustic",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Lesser broad-bordered yellow underwing",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Scarce footman",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Red/dark-barred twin-spot carpet",3,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Mouse",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Straw underwing",3,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Vines rustic",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Shuttle-shaped dart",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Dark arches",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Common carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Large yellow underwing",2,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Riband wave",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Flame shoulder",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Least carpet",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Elephant hawkmoth",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Single-dotted wave",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Scalloped Oak",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Yellow shell",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Dagger",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
112,"06/08/2021","Common rustic",1,"Home","Heath - 40W Actinic","Macro",8,"08",2021,"2021_08"
